2534,-4,0.41,0,0.899968
2584,-33,0.410001,0,0.899737
2634,-112,0.410007,0,0.899106
2684,-198,0.410021,0,0.89842
2734,-237,0.41003,0,0.898109
2784,-237,0.41003,0,0.898109
2834,-237,0.41003,0,0.898109
2884,-237,0.41003,0,0.898109
2934,-250,0.410033,0,0.898005
2984,-265,0.410037,0,0.897886
3034,-291,0.410046,0,0.897679
3084,-356,0.410074,0,0.897161
3134,-498,0.410169,0,0.896031
3184,-625,0.410283,0,0.895025
3234,-696,0.41036,0,0.894463
3284,-702,0.410367,0,0.894416
3334,-683,0.410345,0,0.894566
3384,-650,0.410307,0,0.894826
3434,-601,0.410253,0,0.895214
3484,-464,0.410138,0,0.896301
3534,-333,0.410048,0,0.897342
3584,-150,0.409948,0,0.898799
3634,81,0.40985,0,0.90064
3684,298,0.409792,0,0.90237
3734,510,0.409771,0,0.904062
3784,518,0.409771,0,0.904126
3834,525,0.409773,0,0.904182
3884,531,0.409775,0,0.90423
3934,556,0.409785,0,0.904429
3984,567,0.40979,0,0.904516
4034,590,0.409801,0,0.9047
4084,590,0.409801,0,0.9047
4134,592,0.409802,0,0.904716
4184,592,0.409802,0,0.904716
4234,512,0.409794,0,0.904077
4284,275,0.409797,0,0.902186
4334,10,0.40987,0,0.900073
4384,-312,0.410067,0,0.897511
4434,-618,0.410369,0,0.895088
4484,-944,0.410846,0,0.892531
4534,-1311,0.411565,0,0.889692
4584,-1567,0.412176,0,0.887742
4634,-1781,0.412769,0,0.886141
4684,-1970,0.413369,0,0.884757
4734,-2227,0.414279,0,0.88292
4784,-2451,0.415154,0,0.881361
4834,-2693,0.416196,0,0.879735
4884,-2882,0.417079,0,0.878513
4934,-3072,0.418032,0,0.877333
4984,-3279,0.419125,0,0.876094
5034,-3422,0.419902,0,0.875259
5084,-3476,0.420199,0,0.874947
5134,-3466,0.420144,0,0.875005
5184,-3398,0.419772,0,0.875399
5234,-3243,0.418927,0,0.876303
5284,-3129,0.418308,0,0.876969
5334,-3017,0.417702,0,0.877627
5384,-2904,0.417101,0,0.878299
5434,-2724,0.416156,0,0.879381
5484,-2498,0.414995,0,0.88076
5534,-2238,0.413684,0,0.882369
5584,-1924,0.412141,0,0.884343
5634,-1612,0.410656,0,0.886341
5684,-1242,0.408929,0,0.888735
5734,-808,0.406913,0,0.891552
5784,-452,0.405252,0,0.893856
5834,-127,0.40372,0,0.895949
5884,191,0.402192,0,0.897975
5934,478,0.400793,0,0.899787
5984,563,0.40037,0,0.900318
6034,564,0.400365,0,0.900324
6084,564,0.400365,0,0.900324
6134,565,0.40036,0,0.90033
6184,565,0.40036,0,0.90033
6234,566,0.400355,0,0.900336
6284,576,0.4003,0,0.900394
6334,576,0.4003,0,0.900394
6384,598,0.400174,0,0.900516
6434,617,0.400062,0,0.900618
6484,677,0.399701,0,0.900933
6534,732,0.399365,0,0.901216
6584,734,0.399353,0,0.901226
6634,734,0.399353,0,0.901226
6684,735,0.399347,0,0.901231
6734,735,0.399347,0,0.901231
6784,735,0.399347,0,0.901231
6834,735,0.399347,0,0.901231
6884,736,0.39934,0,0.901235
6934,736,0.39934,0,0.901235
6984,736,0.39934,0,0.901235
7034,736,0.39934,0,0.901235
7084,736,0.39934,0,0.901235
7134,736,0.39934,0,0.901235
7184,737,0.399333,0,0.90124
7234,737,0.399333,0,0.90124
7284,737,0.399333,0,0.90124
7334,737,0.399333,0,0.90124
7384,737,0.399333,0,0.90124
7434,737,0.399333,0,0.90124
7484,737,0.399333,0,0.90124
7534,737,0.399333,0,0.90124
7584,737,0.399333,0,0.90124
7634,737,0.399333,0,0.90124
7684,737,0.399333,0,0.90124
7734,737,0.399333,0,0.90124
7784,737,0.399333,0,0.90124
7834,737,0.399333,0,0.90124
7884,736,0.39934,0,0.901235
7934,736,0.39934,0,0.901235
7984,729,0.399387,0,0.901205
8034,683,0.399696,0,0.901008
8084,607,0.400215,0,0.900694
8134,531,0.400741,0,0.900391
8184,392,0.401716,0,0.899862
8234,320,0.402224,0,0.899595
8284,311,0.402288,0,0.899562
8334,311,0.402288,0,0.899562
8384,310,0.402295,0,0.899558
8434,310,0.402295,0,0.899558
8484,309,0.402302,0,0.899554
8534,248,0.402738,0,0.899337
8584,119,0.403675,0,0.898911
8634,-122,0.405464,0,0.898207
8684,-415,0.407691,0,0.897493
8734,-743,0.410234,0,0.896876
8784,-1066,0.412782,0,0.896483
8834,-1465,0.415959,0,0.896279
8884,-1739,0.418145,0,0.896326
8934,-2071,0.420782,0,0.89658
8984,-2421,0.423542,0,0.897004
9034,-2699,0.425715,0,0.89745
9084,-2906,0.427319,0,0.897848
9134,-3176,0.429391,0,0.898436
9184,-3480,0.431709,0,0.899152
9234,-3719,0.433523,0,0.899741
9284,-3930,0.43512,0,0.900275
9334,-4094,0.43636,0,0.900692
9384,-4192,0.437102,0,0.900941
9434,-4218,0.437298,0,0.901008
9484,-4199,0.437154,0,0.900959
9534,-4084,0.436282,0,0.900675
9584,-3971,0.435424,0,0.900396
9634,-3874,0.434685,0,0.900166
9684,-3724,0.433534,0,0.899839
9734,-3524,0.431984,0,0.899459
9784,-3352,0.430636,0,0.899199
9834,-3094,0.4286,0,0.898895
9884,-2914,0.42717,0,0.898762
9934,-2692,0.4254,0,0.898696
9984,-2484,0.42374,0,0.898713
10034,-2314,0.422385,0,0.898784
10084,-2174,0.421272,0,0.898881
10134,-2069,0.42044,0,0.898978
10184,-1991,0.419825,0,0.899073
10234,-1896,0.419082,0,0.899223
10284,-1792,0.418271,0,0.899402
10334,-1652,0.417186,0,0.899665
10384,-1465,0.415747,0,0.900061
10434,-1301,0.414494,0,0.900439
10484,-1211,0.413805,0,0.900642
10534,-1146,0.413306,0,0.900781
10584,-1100,0.412951,0,0.900877
10634,-1095,0.412913,0,0.900887
10684,-1144,0.413291,0,0.900788
10734,-1222,0.413893,0,0.900632
10784,-1322,0.414665,0,0.900428
10834,-1455,0.415692,0,0.900162
10884,-1629,0.417041,0,0.899831
10934,-1844,0.418714,0,0.899452
10984,-2138,0.421013,0,0.898984
11034,-2466,0.423587,0,0.898511
11084,-2733,0.425687,0,0.898153
11134,-2970,0.427555,0,0.897856
11184,-3190,0.429289,0,0.897581
11234,-3390,0.430865,0,0.897332
11284,-3495,0.431692,0,0.897196
11334,-3541,0.432056,0,0.897145
11384,-3590,0.432443,0,0.897093
11434,-3640,0.432838,0,0.897036
11484,-3700,0.433311,0,0.896964
11534,-3772,0.433879,0,0.896874
11584,-3857,0.434547,0,0.89676
11634,-3952,0.435293,0,0.896622
11684,-4054,0.436091,0,0.896462
11734,-4121,0.436614,0,0.896353
11784,-4162,0.436935,0,0.896288
11834,-4234,0.4375,0,0.896185
11884,-4432,0.439066,0,0.895972
11934,-4695,0.441159,0,0.895827
11984,-5065,0.444111,0,0.895879
12034,-5523,0.44774,0,0.896311
12084,-5972,0.451234,0,0.897104
12134,-6354,0.454127,0,0.898066
12184,-6707,0.456716,0,0.899175
12234,-6951,0.458448,0,0.900064
12284,-7124,0.459646,0,0.900751
12334,-7205,0.460199,0,0.901085
12384,-7211,0.46024,0,0.901109
12434,-7152,0.459835,0,0.90087
12484,-7051,0.459136,0,0.900469
12534,-6854,0.457753,0,0.899722
12584,-6527,0.455391,0,0.898612
12634,-6179,0.452801,0,0.897612
12684,-5832,0.450159,0,0.896783
12734,-5381,0.446644,0,0.896009
12784,-4957,0.443287,0,0.895591
12834,-4582,0.440295,0,0.895517
12884,-4543,0.439985,0,0.895542
12934,-4536,0.43993,0,0.895552
12984,-4487,0.439554,0,0.895659
13034,-4227,0.437609,0,0.896381
13084,-3943,0.43554,0,0.897305
13134,-3732,0.434039,0,0.898069
13184,-3518,0.432553,0,0.89891
13234,-3396,0.431725,0,0.899422
13284,-3301,0.431091,0,0.899837
13334,-3243,0.430707,0,0.900096
13384,-3241,0.430694,0,0.900105
13434,-3241,0.430694,0,0.900105
13484,-3241,0.430694,0,0.900105
13534,-3241,0.430694,0,0.900105
13584,-3241,0.430694,0,0.900105
13634,-3241,0.430694,0,0.900105
13684,-3241,0.430694,0,0.900105
13734,-3241,0.430694,0,0.900105
13784,-3241,0.430694,0,0.900105
